2026-02-25 09:48:06 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-27 22:55:21 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_fa0cca9b014b55911dc56c38762bc40c tables=5
2026-02-27 22:55:21 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 5 tables in `hospital_database`
2026-02-27 22:55:21 | INFO     | agent:set_database_context:574 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 10 historical messages
2026-02-27 22:55:21 | INFO     | persistence:load_chat_history:334 | Loaded 10 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-27 23:00:47 | INFO     | agent:_run_optimizer_pipeline:1060 | Optimizer Pipeline: Agent 2 (Optimizer) running...
2026-02-27 23:01:08 | INFO     | agent:_run_optimizer_pipeline:1075 | Optimizer Pipeline: Agent 3 (Validator) running...
2026-02-27 23:01:29 | INFO     | agent:_run_optimizer_pipeline:1100 | Optimizer Pipeline complete | Modified: False | Risk: LOW
2026-02-27 23:04:35 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1051 (42S02): Unknown table 'hospital_database.doctor_patient_appointments'
Query: DROP TABLE `doctor_patient_appointments`
2026-02-27 23:09:27 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1049 (42000): Unknown database 'doctor_patient_appointments'
Query: USE `hospital_database`; DROP TABLE `doctor_patient_appointments`
2026-02-27 23:10:09 | INFO     | persistence:load_chat_history:334 | Loaded 18 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-27 23:10:28 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1051 (42S02): Unknown table 'hospital_database.doctor_patient_appointments'
Query: DROP TABLE `doctor_patient_appointments`
2026-02-27 23:17:00 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1051 (42S02): Unknown table 'hospital_database.doctor_patient_appointments'
Query: DROP TABLE doctor_patient_appointments
2026-02-27 23:25:31 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-27 23:25:31 | INFO     | agent:set_database_context:560 | Setting database context: hospital_db
2026-02-27 23:25:31 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-27 23:25:31 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: hospital_db
2026-02-27 23:25:31 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_c03b0ca460ed1f136328a767f10269f9 tables=17
2026-02-27 23:25:31 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 17 tables in `hospital_db`
2026-02-27 23:25:31 | INFO     | agent:set_database_context:574 | Loaded thread thread_c03b0ca460ed1f136328a767f10269f9 with 38 historical messages
2026-02-27 23:25:31 | INFO     | persistence:load_chat_history:334 | Loaded 38 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:25:41 | INFO     | persistence:clear_thread:590 | Cleared thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:25:48 | INFO     | persistence:load_chat_history:334 | Loaded 0 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:27:22 | INFO     | persistence:load_chat_history:334 | Loaded 2 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:27:51 | INFO     | agent:_run_optimizer_pipeline:1060 | Optimizer Pipeline: Agent 2 (Optimizer) running...
2026-02-27 23:28:10 | INFO     | agent:_run_optimizer_pipeline:1075 | Optimizer Pipeline: Agent 3 (Validator) running...
2026-02-27 23:28:29 | INFO     | agent:_run_optimizer_pipeline:1100 | Optimizer Pipeline complete | Modified: False | Risk: LOW
2026-02-27 23:29:04 | INFO     | persistence:load_chat_history:334 | Loaded 4 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:30:05 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-27 23:30:05 | INFO     | agent:set_database_context:560 | Setting database context: dbma_db
2026-02-27 23:30:05 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-27 23:30:05 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: dbma_db
2026-02-27 23:30:05 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_83cbff88cad849f966069413c4cb9bdc tables=3
2026-02-27 23:30:05 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 3 tables in `dbma_db`
2026-02-27 23:30:05 | INFO     | agent:set_database_context:574 | Loaded thread thread_83cbff88cad849f966069413c4cb9bdc with 10 historical messages
2026-02-27 23:30:05 | INFO     | persistence:load_chat_history:334 | Loaded 10 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-27 23:31:09 | INFO     | agent:_run_optimizer_pipeline:1060 | Optimizer Pipeline: Agent 2 (Optimizer) running...
2026-02-27 23:31:46 | INFO     | agent:_run_optimizer_pipeline:1075 | Optimizer Pipeline: Agent 3 (Validator) running...
2026-02-27 23:32:05 | INFO     | agent:_run_optimizer_pipeline:1100 | Optimizer Pipeline complete | Modified: False | Risk: LOW
2026-02-27 23:34:39 | INFO     | persistence:clear_thread:590 | Cleared thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-27 23:35:11 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'dbma_db' at line 1
Query: drop dbma_db
2026-02-27 23:36:30 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-27 23:36:30 | INFO     | agent:set_database_context:560 | Setting database context: vikas_db
2026-02-27 23:36:30 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-27 23:36:30 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: vikas_db
2026-02-27 23:36:30 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_394ac73844ce47324e332c0e5f05fc6c tables=0
2026-02-27 23:36:30 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 0 tables in `vikas_db`
2026-02-27 23:36:30 | INFO     | agent:set_database_context:574 | Loaded thread thread_394ac73844ce47324e332c0e5f05fc6c with 0 historical messages
2026-02-27 23:36:30 | INFO     | persistence:load_chat_history:334 | Loaded 0 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-27 23:36:42 | INFO     | persistence:load_chat_history:334 | Loaded 0 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-27 23:37:05 | INFO     | agent:_run_optimizer_pipeline:1060 | Optimizer Pipeline: Agent 2 (Optimizer) running...
2026-02-27 23:37:26 | INFO     | agent:_run_optimizer_pipeline:1075 | Optimizer Pipeline: Agent 3 (Validator) running...
2026-02-27 23:37:52 | INFO     | agent:_run_optimizer_pipeline:1100 | Optimizer Pipeline complete | Modified: False | Risk: LOW
2026-02-27 23:39:43 | ERROR    | persistence:save_message:263 | save_message error: insert or update on table "dbma_messages" violates foreign key constraint "dbma_messages_thread_id_fkey"
DETAIL:  Key (thread_id)=(thread_394ac73844ce47324e332c0e5f05fc6c) is not present in table "dbma_sessions".

2026-02-27 23:39:43 | ERROR    | persistence:save_message:263 | save_message error: insert or update on table "dbma_messages" violates foreign key constraint "dbma_messages_thread_id_fkey"
DETAIL:  Key (thread_id)=(thread_394ac73844ce47324e332c0e5f05fc6c) is not present in table "dbma_sessions".

2026-02-27 23:39:43 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-27 23:39:44 | INFO     | agent:set_database_context:560 | Setting database context: hospital_db
2026-02-27 23:39:44 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-27 23:39:44 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: hospital_db
2026-02-27 23:39:44 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_c03b0ca460ed1f136328a767f10269f9 tables=17
2026-02-27 23:39:44 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 17 tables in `hospital_db`
2026-02-27 23:39:44 | INFO     | agent:set_database_context:574 | Loaded thread thread_c03b0ca460ed1f136328a767f10269f9 with 0 historical messages
2026-02-27 23:39:44 | INFO     | persistence:load_chat_history:334 | Loaded 0 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:40:03 | INFO     | persistence:load_chat_history:334 | Loaded 0 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:41:21 | INFO     | persistence:load_chat_history:334 | Loaded 2 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:42:18 | INFO     | persistence:load_chat_history:334 | Loaded 4 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:43:13 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-27 23:43:13 | INFO     | agent:set_database_context:560 | Setting database context: vikas_db
2026-02-27 23:43:13 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-27 23:43:13 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: vikas_db
2026-02-27 23:43:13 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_394ac73844ce47324e332c0e5f05fc6c tables=0
2026-02-27 23:43:13 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 0 tables in `vikas_db`
2026-02-27 23:43:13 | INFO     | agent:set_database_context:574 | Loaded thread thread_394ac73844ce47324e332c0e5f05fc6c with 0 historical messages
2026-02-27 23:43:13 | INFO     | persistence:load_chat_history:334 | Loaded 0 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-27 23:43:41 | INFO     | persistence:load_chat_history:334 | Loaded 0 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-27 23:45:56 | INFO     | persistence:load_chat_history:334 | Loaded 2 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-27 23:46:19 | INFO     | agent:_run_optimizer_pipeline:1060 | Optimizer Pipeline: Agent 2 (Optimizer) running...
2026-02-27 23:46:43 | INFO     | agent:_run_optimizer_pipeline:1075 | Optimizer Pipeline: Agent 3 (Validator) running...
2026-02-27 23:47:12 | INFO     | agent:_run_optimizer_pipeline:1100 | Optimizer Pipeline complete | Modified: False | Risk: MEDIUM
2026-02-27 23:47:49 | INFO     | persistence:load_chat_history:334 | Loaded 4 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-27 23:49:19 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-27 23:49:19 | INFO     | agent:set_database_context:560 | Setting database context: hospital_db
2026-02-27 23:49:19 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-27 23:49:19 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: hospital_db
2026-02-27 23:49:19 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_c03b0ca460ed1f136328a767f10269f9 tables=17
2026-02-27 23:49:19 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 17 tables in `hospital_db`
2026-02-27 23:49:19 | INFO     | agent:set_database_context:574 | Loaded thread thread_c03b0ca460ed1f136328a767f10269f9 with 8 historical messages
2026-02-27 23:49:19 | INFO     | persistence:load_chat_history:334 | Loaded 8 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:49:46 | INFO     | persistence:load_chat_history:334 | Loaded 8 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-27 23:50:05 | INFO     | agent:_run_optimizer_pipeline:1060 | Optimizer Pipeline: Agent 2 (Optimizer) running...
2026-02-27 23:50:23 | INFO     | agent:_run_optimizer_pipeline:1075 | Optimizer Pipeline: Agent 3 (Validator) running...
2026-02-27 23:50:47 | INFO     | agent:_run_optimizer_pipeline:1100 | Optimizer Pipeline complete | Modified: False | Risk: LOW
2026-02-27 23:51:33 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-27 23:51:33 | INFO     | agent:set_database_context:560 | Setting database context: vikas_db
2026-02-27 23:51:33 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-27 23:51:33 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: vikas_db
2026-02-27 23:51:33 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_394ac73844ce47324e332c0e5f05fc6c tables=1
2026-02-27 23:51:33 | INFO     | agent:_refresh_schema:602 | Schema refreshed from MySQL: 1 tables in `vikas_db`
2026-02-27 23:51:33 | INFO     | agent:set_database_context:574 | Loaded thread thread_394ac73844ce47324e332c0e5f05fc6c with 8 historical messages
2026-02-27 23:51:33 | INFO     | persistence:load_chat_history:334 | Loaded 8 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-27 23:52:47 | INFO     | persistence:load_chat_history:334 | Loaded 8 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-28 00:15:59 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-28 00:15:59 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-28 00:16:06 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-28 00:16:07 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-28 00:16:07 | INFO     | persistence:initialize_schema:108 | PostgreSQL schema initialized successfully
2026-02-28 00:16:08 | INFO     | agent:__init__:519 | LangSmith connected — project: DBMA
2026-02-28 00:16:08 | INFO     | agent:__init__:543 | DBMAAgent initialized with model: qwen3:8b
2026-02-28 00:16:08 | INFO     | agent:__init__:544 | LangSmith active: True
2026-02-28 00:16:08 | INFO     | agent:__init__:545 | Self-healing: enabled (max 3 retries)
2026-02-28 00:16:08 | INFO     | agent:__init__:546 | Multi-agent optimizer: disabled
2026-02-28 00:16:44 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-28 00:16:44 | INFO     | agent:set_database_context:560 | Setting database context: vikas_db
2026-02-28 00:16:44 | INFO     | mysql_manager:use_database:126 | Switched to database: vikas_db
2026-02-28 00:16:44 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: vikas_db
2026-02-28 00:16:44 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_394ac73844ce47324e332c0e5f05fc6c tables=1
2026-02-28 00:16:44 | INFO     | agent:_refresh_schema:611 | Schema refreshed from MySQL: 1 tables in `vikas_db`
2026-02-28 00:16:44 | INFO     | agent:set_database_context:574 | Loaded thread thread_394ac73844ce47324e332c0e5f05fc6c with 8 historical messages
2026-02-28 00:16:44 | INFO     | persistence:load_chat_history:334 | Loaded 8 messages for thread: thread_394ac73844ce47324e332c0e5f05fc6c
2026-02-28 00:27:22 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-28 00:27:22 | INFO     | agent:set_database_context:560 | Setting database context: hospital_db
2026-02-28 00:27:22 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-28 00:27:22 | INFO     | mysql_manager:get_full_database_schema:327 | Extracting full schema for database: hospital_db
2026-02-28 00:27:22 | INFO     | persistence:save_schema_cache:439 | Schema cached for thread=thread_c03b0ca460ed1f136328a767f10269f9 tables=17
2026-02-28 00:27:22 | INFO     | agent:_refresh_schema:611 | Schema refreshed from MySQL: 17 tables in `hospital_db`
2026-02-28 00:27:22 | INFO     | agent:set_database_context:574 | Loaded thread thread_c03b0ca460ed1f136328a767f10269f9 with 12 historical messages
2026-02-28 00:27:22 | INFO     | persistence:load_chat_history:334 | Loaded 12 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-28 00:41:34 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-28 00:41:34 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-28 00:41:38 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-28 00:41:38 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-28 00:41:38 | INFO     | persistence:initialize_schema:108 | PostgreSQL schema initialized successfully
2026-02-28 00:41:39 | INFO     | agent:__init__:519 | LangSmith connected — project: DBMA
2026-02-28 00:41:39 | INFO     | agent:__init__:543 | DBMAAgent initialized with model: qwen3:8b
2026-02-28 00:41:39 | INFO     | agent:__init__:544 | LangSmith active: True
2026-02-28 00:41:39 | INFO     | agent:__init__:545 | Self-healing: enabled (max 3 retries)
2026-02-28 00:41:39 | INFO     | agent:__init__:546 | Multi-agent optimizer: disabled
2026-02-28 00:45:33 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-28 00:45:33 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-28 00:45:36 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-28 00:45:36 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-28 00:45:36 | INFO     | persistence:initialize_schema:108 | PostgreSQL schema initialized successfully
2026-02-28 00:45:38 | INFO     | agent:__init__:519 | LangSmith connected — project: DBMA
2026-02-28 00:45:38 | INFO     | agent:__init__:543 | DBMAAgent initialized with model: qwen3:8b
2026-02-28 00:45:38 | INFO     | agent:__init__:544 | LangSmith active: True
2026-02-28 00:45:38 | INFO     | agent:__init__:545 | Self-healing: enabled (max 3 retries)
2026-02-28 00:45:38 | INFO     | agent:__init__:546 | Multi-agent optimizer: disabled
